Time,ElapsedTime,x,y,z
19:52:36.656,6785.6437,0,0,0
19:52:36.765,6895.5516,0,0,0
19:52:36.877,7006.7666,0,0,0
19:52:36.987,7117.1418,0,0,0
19:52:37.088,7217.7268,0,0,0
19:52:37.188,7318.2332,0,0,0
19:52:37.299,7429.1844,0,0,0
19:52:37.410,7540.2643,0,0,0
19:52:37.521,7651.0844,0,0,0
19:52:37.632,7762.425,0,0,0
19:52:37.733,7862.6593,0,0,0
19:52:37.843,7972.6679,0,0,0
19:52:37.943,8072.9727,0,0,0
19:52:38.043,8173.5003,0,0,0
19:52:38.153,8283.5797,0,0,0
19:52:38.254,8384.3469,0,0,0
19:52:38.355,8484.8226,0,0,0
19:52:38.465,8595.0158,0,0,0
19:52:38.577,8707.2814,0,0,0
19:52:38.688,8818.1549,0,0,0
19:52:38.799,8929.2337,0,0,0
19:52:38.910,9040.3988,0,0,0
19:52:39.020,9150.5721,0,0,0
19:52:39.132,9261.9037,0,0,0
19:52:39.232,9362.3219,0,0,0
19:52:39.343,9472.778,0,0,0
19:52:39.443,9572.8096,0,0,0
19:52:39.543,9672.9139,0,0,0
19:52:39.653,9783.3589,0,0,0
19:52:39.755,9884.6378,0,0,0
19:52:39.855,9985.1705,0,0,0
19:52:39.964,10094.3143,0,0,0
19:52:40.076,10206.0373,0,0,0
19:52:40.187,10317.4087,0,0,0
19:52:40.297,10427.1734,0,0,0
19:52:40.399,10529.121,0,0,0
19:52:40.509,10638.8443,0,0,0
19:52:40.620,10750.1693,0,0,0
19:52:40.731,10861.3062,0,0,0
19:52:40.842,10972.1302,0,0,0
19:52:40.953,11083.4619,0,0,0
19:52:41.064,11194.3047,0,0,0
19:52:41.175,11305.4988,0,0,0
19:52:41.285,11415.2668,0,0,0
19:52:41.385,11515.5486,0,0,0
19:52:41.486,11616.0347,0,0,0
19:52:41.597,11727.0673,0,0,0
19:52:41.697,11827.5394,0,0,0
19:52:41.809,11939.244,0,0,0
19:52:41.919,12049.3183,0,0,0
19:52:42.020,12149.8243,0,0,0
19:52:42.131,12260.8802,0,0,0
19:52:42.242,12371.7837,0,0,0
19:52:42.342,12471.8478,0,0,0
19:52:42.453,12582.7251,0,0,0
19:52:42.562,12692.5767,0,0,0
19:52:42.664,12793.7423,0,0,0
19:52:42.776,12905.6822,0,0,0
19:52:42.885,13015.3353,0,0,0
19:52:42.997,13127.0308,0,0,0
19:52:43.097,13227.2988,0,0,0
19:52:43.209,13339.1141,0,0,0
19:52:43.319,13449.1514,0,0,0
19:52:43.430,13560.5858,0,0,0
19:52:43.541,13671.1265,0,0,0
19:52:43.653,13782.6386,0,0,0
19:52:43.762,13892.4596,0,0,0
19:52:43.863,13993.1275,0,0,0
19:52:43.974,14103.6362,0,0,0
19:52:44.075,14204.6683,0,0,0
19:52:44.184,14314.0875,0,0,0
19:52:44.284,14414.4902,0,0,0
19:52:44.385,14515.3663,0,0,0
19:52:44.497,14626.8752,0,0,0
19:52:44.607,14737.0724,0,0,0
19:52:44.707,14837.1132,0,0,0
19:52:44.807,14937.5691,0,0,0
19:52:44.919,15049.284,0,0,0
19:52:45.029,15159.1094,0,0,0
19:52:45.129,15259.5322,0,0,0
19:52:45.240,15370.4146,0,0,0
19:52:45.341,15470.6688,0,0,0
19:52:45.451,15581.0701,0,0,0
19:52:45.551,15681.1372,0,0,0
19:52:45.651,15781.509,0,0,0
19:52:45.763,15893.0777,0,0,0
19:52:45.874,16003.8195,0,0,0
19:52:45.984,16114.5471,0,0,0
19:52:46.095,16225.4054,0,0,0
19:52:46.196,16326.2022,0,0,0
19:52:46.307,16436.8457,0,0,0
19:52:46.417,16547.0966,0,0,0
19:52:46.518,16647.9131,0,0,0
19:52:46.618,16748.4217,0,0,0
19:52:46.729,16859.2083,0,0,0
19:52:46.839,16969.5882,0,0,0
19:52:46.950,17079.8487,0,0,0
19:52:47.050,17180.3784,0,0,0
19:52:47.151,17281.0545,0,0,0
19:52:47.261,17391.1792,0,0,0
19:52:47.373,17503.4191,0,0,0
19:52:47.483,17612.7241,0,0,0
19:52:47.584,17713.9776,0,0,0
19:52:47.695,17824.6368,0,0,0
19:52:47.795,17924.7829,0,0,0
19:52:47.906,18036.0269,0,0,0
19:52:48.017,18147.6017,0,0,0
19:52:48.128,18258.3256,0,0,0
19:52:48.229,18358.7066,0,0,0
19:52:48.339,18469.038,0,0,0
19:52:48.449,18579.4753,0,0,0
19:52:48.551,18680.7701,0,0,0
19:52:48.660,18790.6079,0,0,0
19:52:48.761,18891.2882,0,0,0
19:52:48.872,19002.4616,0,0,0
19:52:48.973,19103.352,0,0,0
19:52:49.084,19213.9465,0,0,0
19:52:49.194,19323.8887,0,0,0
19:52:49.294,19424.2815,0,0,0
19:52:49.394,19524.5018,0,0,0
19:52:49.495,19624.837,0,0,0
19:52:49.605,19735.1549,0,0,0
19:52:49.705,19835.1881,0,0,0
19:52:49.805,19935.3147,0,0,0
19:52:49.915,20045.5774,0,0,0
19:52:50.016,20145.88,0,0,0
19:52:50.127,20256.8384,0,0,0
19:52:50.227,20357.2755,0,0,0
19:52:50.338,20468.2227,0,0,0
19:52:50.449,20579.2895,0,0,0
19:52:50.560,20690.239,0,0,0
19:52:50.671,20800.8217,0,0,0
19:52:50.771,20901.3865,0,0,0
19:52:50.881,21011.5818,0,0,0
19:52:50.982,21111.9892,0,0,0
19:52:51.093,21223.3897,0,0,0
19:52:51.203,21333.4409,0,0,0
19:52:51.304,21433.6596,0,0,0
19:52:51.404,21534.484,0,0,0
19:52:51.515,21645.5926,0,0,0
19:52:51.627,21756.9029,0,0,0
19:52:51.737,21867.5302,0,0,0
19:52:51.837,21967.5479,0,0,0
19:52:51.948,22078.2143,0,0,0
19:52:52.048,22178.3881,0,0,0
19:52:52.159,22289.2176,0,0,0
19:52:52.260,22389.7248,0,0,0
19:52:52.370,22499.9465,0,0,0
19:52:52.470,22600.1876,0,0,0
19:52:52.581,22710.7291,0,0,0
19:52:52.681,22810.8502,0,0,0
19:52:52.781,22911.4642,0,0,0
19:52:52.893,23023.0412,0,0,0
19:52:53.003,23133.0284,0,0,0
19:52:53.103,23233.1832,0,0,0
19:52:53.214,23343.9256,0,0,0
19:52:53.314,23444.4689,0,0,0
19:52:53.425,23555.473,0,0,0
19:52:53.537,23666.9744,0,0,0
19:52:53.647,23776.7647,0,0,0
19:52:53.747,23876.9784,0,0,0
19:52:53.847,23977.2467,0,0,0
19:52:53.958,24088.2163,0,0,0
19:52:54.059,24188.6224,0,0,0
19:52:54.159,24289.2148,0,0,0
19:52:54.270,24399.9846,0,0,0
19:52:54.380,24510.3084,0,0,0
19:52:54.491,24620.7287,0,0,0
19:52:54.592,24721.8656,0,0,0
19:52:54.702,24831.7143,0,0,0
19:52:54.802,24932.2346,0,0,0
19:52:54.913,25043.5348,0,0,0
19:52:55.014,25143.7641,0,0,0
19:52:55.114,25243.9519,0,0,0
19:52:55.224,25354.5769,0,0,0
19:52:55.335,25465.0233,0,0,0
19:52:55.435,25565.272,0,0,0
19:52:55.535,25665.4892,0,0,0
19:52:55.647,25776.828,0,0,0
19:52:55.758,25888.1038,0,0,0
19:52:55.869,25999.4672,0,0,0
19:52:55.979,26109.6148,0,0,0
19:52:56.080,26209.7963,0,0,0
19:52:56.191,26321.4759,0,0,0
19:52:56.301,26431.1792,0,0,0
19:52:56.414,26543.8685,0,0,0
19:52:56.524,26653.8428,0,0,0
19:52:56.628,26758.2185,0,0,0
