Time,ElapsedTime,x,y,z
19:43:05.664,930.5524,0,0,0
19:43:05.766,1032.7806,0.3576375,0.165976,-1.299668
19:43:05.869,1135.8435,0.3568013,0.1655993,-1.301434
19:43:05.969,1235.8531,0.3591905,0.1657088,-1.298906
19:43:06.080,1346.758,0.3589104,0.1651962,-1.299145
19:43:06.191,1457.7967,0.3587718,0.1654925,-1.300083
19:43:06.302,1568.5083,0.3592311,0.165536,-1.299272
19:43:06.405,1672.2245,0.3616437,0.1660981,-1.297027
19:43:06.506,1773.2421,0.362235,0.165669,-1.296671
19:43:06.618,1884.8054,0.3603456,0.1647218,-1.299327
19:43:06.718,1985.2098,0.3608369,0.1648431,-1.298852
19:43:06.829,2095.5841,0.361904,0.1649224,-1.297957
19:43:06.929,2195.7812,0.3630306,0.1649188,-1.296924
19:43:07.040,2306.7427,0.3636059,0.1650472,-1.296174
19:43:07.141,2407.5569,0.3637377,0.1650362,-1.296231
19:43:07.251,2517.9262,0.3630644,0.1644732,-1.297426
19:43:07.351,2618.3477,0.3641548,0.1644052,-1.296389
19:43:07.463,2729.731,0.364195,0.1645675,-1.296141
19:43:07.573,2840.247,0.3646611,0.1643075,-1.296067
19:43:07.685,2951.7812,0.3659697,0.1645219,-1.294685
19:43:07.796,3062.7913,0.3662454,0.1641038,-1.294985
19:43:07.906,3172.4136,0.3696504,0.1615393,-1.289692
19:43:08.007,3273.5254,0.3650733,0.1664371,-1.294631
19:43:08.118,3384.7505,0.3684241,0.1646282,-1.29219
19:43:08.229,3495.7725,0.3598778,0.1581034,-1.303229
19:43:08.340,3606.7897,0.369054,0.1658603,-1.290362
19:43:08.440,3706.8043,0.3685842,0.1653824,-1.290657
19:43:08.540,3806.8426,0.3683726,0.164432,-1.291236
19:43:08.651,3917.798,0.368263,0.1637576,-1.291876
19:43:08.762,4028.7687,0.3693856,0.1635795,-1.290783
19:43:08.862,4128.8677,0.3694283,0.1631555,-1.290925
19:43:08.973,4239.8034,0.3694309,0.1626405,-1.291345
19:43:09.073,4339.9271,0.3705093,0.1627768,-1.290469
19:43:09.177,4443.3994,0.3706613,0.162705,-1.289678
19:43:09.284,4550.6995,0.3713884,0.162269,-1.290203
19:43:09.395,4662.121,0.3714143,0.1626093,-1.289399
19:43:09.495,4762.3019,0.3712486,0.1623984,-1.289401
19:43:09.607,4874.1035,0.3724173,0.1625977,-1.288815
19:43:09.708,4975.1287,0.3727006,0.1624551,-1.289309
19:43:09.816,5083.3804,0.3726839,0.1620333,-1.288804
19:43:09.917,5183.448,0.3731755,0.1622626,-1.288286
19:43:10.017,5283.4751,0.3739707,0.1619007,-1.287709
19:43:10.128,5395.2797,0.3737361,0.1615199,-1.288713
19:43:10.238,5505.2174,0.3726473,0.1618294,-1.2889
19:43:10.338,5605.2413,0.3743486,0.1625311,-1.286539
